qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
9009,1065,849,3,6,16,01:21.9,\N,\N
9010,1065,852,213,22,17,01:22.0,\N,\N
9011,1065,854,210,47,18,01:22.2,\N,\N
9012,1065,9,51,88,19,01:22.5,\N,\N
9013,1065,853,210,9,20,01:22.7,\N,\N
9014,1066,846,1,4,1,01:47.2,0.00122485,0.001180475
9015,1066,832,6,55,2,01:47.9,0.001232882,0.001186458
9016,1066,847,3,63,3,01:48.3,0.001231887,0.001191933
9017,1066,1,131,44,4,01:46.0,0.001216771,0.001204282
9018,1066,817,1,3,5,01:48.3,0.00123103,0.001205509
9019,1066,4,214,14,6,01:47.9,0.001221227,0.001206065
9020,1066,822,131,77,7,01:46.4,0.001218819,0.001211921
9021,1066,840,117,18,8,01:48.3,0.001231019,0.001214769
9022,1066,815,9,11,9,01:46.5,0.001224931,0.001219178
9023,1066,839,214,31,10,01:48.1,0.001227662,0.001225289
9024,1066,20,117,5,11,01:47.2,0.001233484,\N
9025,1066,842,213,10,12,01:47.8,0.001234271,\N
9026,1066,852,213,22,13,01:48.9,0.001235544,\N
9027,1066,849,3,6,14,01:48.3,\N,\N
9028,1066,844,6,16,15,01:48.5,\N,\N
9029,1066,8,51,7,16,01:49.6,\N,\N
9030,1066,854,210,47,17,01:49.8,\N,\N
9031,1066,841,51,99,18,01:51.0,\N,\N
9032,1066,853,210,9,19,01:53.8,\N,\N
9033,1066,830,9,33,20,\N,\N,\N
9036,1067,1,131,44,1,01:24.6,0.000961597,0.00095912
9037,1067,822,131,77,2,01:25.0,0.00096735,0.000960625
9038,1067,830,9,33,3,01:24.6,0.00096912,0.000962917
9039,1067,844,6,16,4,01:24.9,0.000972396,0.000963715
9040,1067,842,213,10,5,01:24.7,0.000970104,0.000964421
9041,1067,4,214,14,6,01:25.2,0.000971227,0.000966169
9042,1067,815,9,11,7,01:25.0,0.000971771,0.000968819
9043,1067,846,1,4,8,01:25.1,0.000979653,0.00097169
9044,1067,840,117,18,9,01:25.5,0.000979178,0.000975752
9045,1067,852,213,22,10,01:25.4,0.000972847,0.000976481
9046,1067,20,117,5,11,01:25.8,0.000981424,\N
9047,1067,839,214,31,12,01:25.4,0.000981968,\N
9048,1067,847,3,63,13,01:25.4,0.000983877,\N
9049,1067,854,210,47,14,01:25.6,0.000986111,\N
9050,1067,832,6,55,15,01:25.2,\N,\N
9051,1067,817,1,3,16,01:25.9,\N,\N
9052,1067,849,3,6,17,01:26.1,\N,\N
9053,1067,841,51,99,18,01:26.4,\N,\N
9054,1067,8,51,7,19,01:27.5,\N,\N
9055,1067,853,210,9,20,01:28.4,\N,\N
9056,1069,830,9,33,1,01:34.4,0.001081759,0.001075347
9057,1069,1,131,44,2,01:34.6,0.001085613,0.001077766
9058,1069,815,9,11,3,01:34.4,0.001090023,0.00107794
9059,1069,822,131,77,4,01:34.6,0.001087488,0.001081887
9060,1069,844,6,16,5,01:34.2,0.00108713,0.001083403
9061,1069,832,6,55,6,01:34.6,0.001089421,0.001085556
9062,1069,817,1,3,7,01:34.4,0.001095405,0.001085741
9063,1069,846,1,4,8,01:34.6,0.001086574,0.001086655
9064,1069,842,213,10,9,01:34.6,0.001094711,0.001089329
9065,1069,852,213,22,10,01:35.4,0.001101123,0.001098588
9066,1069,839,214,31,11,01:35.7,0.0011039,\N
9067,1069,20,117,5,12,01:35.3,0.001105324,\N
9068,1069,841,51,99,13,01:35.9,0.001108727,\N
9069,1069,4,214,14,14,01:35.8,0.001210058,\N
9070,1069,847,3,63,15,01:35.7,\N,\N
9071,1069,840,117,18,16,01:36.0,\N,\N
9072,1069,849,3,6,17,01:36.0,\N,\N
9073,1069,8,51,7,18,01:36.3,\N,\N
9074,1069,854,210,47,19,01:36.5,\N,\N
9075,1069,853,210,9,20,01:36.8,\N,\N
9076,1070,822,131,77,1,01:16.7,0.00088963,0.000878183
9077,1070,1,131,44,2,01:17.2,0.000885116,0.000879861
9078,1070,830,9,33,3,01:16.8,0.00088522,0.000882234
9079,1070,815,9,11,4,01:17.0,0.00089184,0.000883588
9080,1070,842,213,10,5,01:16.9,0.000890683,0.000884907
9081,1070,832,6,55,6,01:17.5,0.000894074,0.000888438
9082,1070,817,1,3,7,01:17.7,0.000892269,0.000888461
9083,1070,844,6,16,8,01:16.7,0.000891597,0.000889317
9084,1070,852,213,22,9,01:17.3,0.000887743,0.000893032
9085,1070,846,1,4,10,01:17.6,0.000896678,0.001120718
9086,1070,20,117,5,11,01:17.5,0.000899838,\N
9087,1070,8,51,7,12,01:17.6,0.000902292,\N
9088,1070,847,3,63,13,01:18.0,0.000904769,\N
9089,1070,841,51,99,14,01:17.9,0.000906134,\N
9090,1070,839,214,31,15,01:18.1,0.000907465,\N
9091,1070,4,214,14,16,01:18.5,\N,\N
9092,1070,849,3,6,17,01:18.8,\N,\N
9093,1070,854,210,47,18,01:18.9,\N,\N
9094,1070,853,210,9,19,01:19.3,\N,\N
9095,1070,840,117,18,20,01:20.9,\N,\N
9096,1071,1,131,44,1,01:08.7,0.000787824,0.000786273
9097,1071,830,9,33,2,01:09.3,0.000792813,0.000791343
9098,1071,822,131,77,3,01:09.0,0.000791968,0.000792465
9099,1071,815,9,11,4,01:09.2,0.000798299,0.000792627
9100,1071,842,213,10,5,01:09.3,0.000797488,0.00079603
9101,1071,832,6,55,6,01:09.0,0.00079897,0.000796597
9102,1071,844,6,16,7,01:09.2,0.000796979,0.000798148
9103,1071,846,1,4,8,01:09.4,0.000798958,0.00079838
9104,1071,817,1,3,9,0.00080294,0.000799688,0.000799063
9105,1071,4,214,14,10,0.000803137,0.000800197,0.000799919
9106,1071,839,214,31,11,01:09.4,0.000800799,\N
9107,1071,20,117,5,12,01:09.5,0.000803229,\N
9108,1071,852,213,22,13,01:09.3,0.000804201,\N
9109,1071,8,51,7,14,01:09.6,0.000804433,\N
9110,1071,841,51,99,15,01:09.3,0.000812813,\N
9111,1071,840,117,18,16,01:09.7,\N,\N
9112,1071,849,3,6,17,01:09.9,\N,\N
9113,1071,847,3,63,18,01:10.0,\N,\N
9114,1071,854,210,47,19,01:10.3,\N,\N
9115,1071,853,210,9,20,01:10.6,\N,\N
9116,1051,1,131,44,1,01:21.9,0.000945394,0.000935498
9117,1051,830,9,33,2,01:22.0,0.000948889,0.000940764
9118,1051,822,131,77,3,01:22.0,0.00094897,0.000943032
9119,1051,842,213,10,4,01:22.5,0.000945926,0.000944907
9120,1051,4,214,14,5,01:22.4,0.000947847,0.000945255
9121,1051,846,1,4,6,01:22.8,0.000951574,0.000945961
9122,1051,832,6,55,7,01:22.3,0.000951863,0.000947222
9123,1051,852,213,22,8,0.000954375,0.000949745,0.000947697
9124,1051,839,214,31,9,0.000955613,0.000949213,0.000949398
9125,1051,20,117,5,10,0.000955428,0.000950764,0.00095816
9126,1051,815,9,11,11,01:22.4,0.000953079,\N
9127,1051,840,117,18,12,01:22.6,0.000954398,\N
9128,1051,844,6,16,13,01:22.7,0.000954433,\N
9129,1051,817,1,3,14,01:22.7,0.000955984,\N
9130,1051,847,3,63,15,01:22.9,0.000957824,\N
9131,1051,8,51,7,16,01:23.2,\N,\N
9132,1051,849,3,6,17,01:23.2,\N,\N
9133,1051,841,51,99,18,01:23.3,\N,\N
9134,1051,854,210,47,19,01:23.4,\N,\N
9135,1051,853,210,9,20,01:25.9,\N,\N
9136,1072,1,131,44,1,01:28.5,0.001015185,0.001012859
9137,1072,822,131,77,2,01:28.1,0.001019144,0.001014144
9138,1072,830,9,33,3,01:28.3,0.001017975,0.001014502
9139,1072,844,6,16,4,01:28.3,0.001023831,0.001019144
9140,1072,815,9,11,5,01:28.0,0.001017894,0.001019942
9141,1072,842,213,10,6,01:28.4,0.001022153,0.001019965
9142,1072,846,1,4,7,01:28.3,0.0010225,0.001020602
9143,1072,852,213,22,8,01:28.5,0.001021088,0.001023634
9144,1072,839,214,31,9,0.001027222,0.001025162,0.001026007
9145,1072,841,51,99,10,0.001028924,0.001025648,0.001027245
9146,1072,817,1,3,11,01:28.2,0.00102625,\N
9147,1072,8,51,7,12,01:28.9,0.001028762,\N
9148,1072,4,214,14,13,01:28.9,0.001029167,\N
9149,1072,847,3,63,14,01:28.9,0.001030718,\N
9150,1072,832,6,55,15,01:28.2,0.001315417,\N
9151,1072,849,3,6,16,01:29.2,\N,\N
9152,1072,20,117,5,17,01:29.2,\N,\N
9153,1072,840,117,18,18,01:29.4,\N,\N
9154,1072,854,210,47,19,01:29.5,\N,\N
9155,1072,853,210,9,20,01:30.5,\N,\N
9156,1073,830,9,33,1,01:23.3,0.000958333,0.000950336
9157,1073,1,131,44,2,01:22.8,0.000962326,0.00095463
9158,1073,846,1,4,3,01:23.6,0.000963611,0.00095985
9159,1073,815,9,11,4,01:23.3,0.000962211,0.000960035
9160,1073,832,6,55,5,01:23.6,0.000962662,0.000960556
9161,1073,822,131,77,6,01:23.1,0.000963495,0.000961065
9162,1073,844,6,16,7,01:23.5,0.000962986,0.00096206
9163,1073,852,213,22,8,01:23.4,0.000965324,0.000963194
9164,1073,839,214,31,9,01:23.8,0.000965509,0.00096515
9165,1073,817,1,3,10,0.000970243,0.000965833,0.000965382
9166,1073,4,214,14,11,01:23.8,0.000965972,\N
9167,1073,842,213,10,12,01:23.5,0.00097272,\N
9168,1073,840,117,18,13,01:24.1,0.000972986,\N
9169,1073,841,51,99,14,01:24.1,0.000975127,\N
9170,1073,20,117,5,15,01:24.2,0.000975752,\N
9171,1073,849,3,6,16,01:24.3,\N,\N
9172,1073,847,3,63,17,01:24.4,\N,\N
9173,1073,8,51,7,18,01:24.8,\N,\N
9174,1073,854,210,47,19,01:24.9,\N,\N
9175,1073,853,210,9,20,01:25.7,\N,\N
9176,1074,844,6,16,1,01:31.5,0.001052454,0.001048125
9177,1074,830,9,1,2,01:31.8,0.001050428,0.001049549
9178,1074,832,6,55,3,01:31.6,0.001050775,0.001049618
9179,1074,815,9,11,4,01:32.3,0.001053333,0.001052326
9180,1074,1,131,44,5,01:32.3,0.001053796,0.001055995
9181,1074,822,51,77,6,01:31.9,0.001061539,0.001059722
9182,1074,825,210,20,7,01:32.0,0.001058576,0.001062593
9183,1074,4,214,14,8,01:32.3,0.001060428,0.001067072
9184,1074,847,131,63,9,0.001067928,0.001056157,0.001067315
9185,1074,842,213,10,10,0.001065926,0.00106059,0.001068727
9186,1074,839,214,31,11,01:32.0,0.001062292,\N
9187,1074,854,210,47,12,01:32.4,0.001064792,\N
9188,1074,846,1,4,13,01:32.2,0.001064907,\N
9189,1074,848,3,23,14,01:32.7,0.0010725,\N
9190,1074,855,51,24,15,01:32.5,0.001082674,\N
9191,1074,852,213,22,16,01:32.7,\N,\N
9192,1074,807,117,27,17,01:32.8,\N,\N
9193,1074,817,1,3,18,01:32.9,\N,\N
9194,1074,840,117,18,19,01:33.0,\N,\N
9195,1074,849,3,6,20,01:33.6,\N,\N
9225,1075,855,51,24,13,01:30.0,0.001039572,\N
9224,1075,817,1,3,12,01:30.0,0.001039039,\N
9223,1075,846,1,4,11,01:30.0,0.001037627,\N
9222,1075,825,210,20,10,01:29.8,0.001036412,0.001036898
9221,1075,842,213,10,9,01:29.9,0.001034931,0.001033032
9220,1075,822,51,77,8,01:29.7,0.001034769,0.001032211
9219,1075,4,214,14,7,01:30.0,0.001033507,0.001031794
9218,1075,847,131,63,6,01:29.7,0.001037245,0.001031296
9217,1075,839,214,31,5,01:30.1,0.001036852,0.00103088
9216,1075,830,9,1,4,01:28.9,0.001029456,0.001023854
9215,1075,832,6,55,3,01:28.9,0.001026458,0.001023171
9214,1075,844,6,16,2,01:29.0,0.001027546,0.001021123
9213,1075,815,9,11,1,01:29.7,0.001029213,0.001020833
9226,1075,854,210,47,14,01:30.2,0.001040741,\N
9227,1075,840,117,18,15,01:30.3,0.001053345,\N
9228,1075,1,131,44,16,01:30.3,\N,\N
9229,1075,848,3,23,17,01:30.5,\N,\N
9230,1075,807,117,27,18,01:30.5,\N,\N
9231,1075,849,3,6,19,01:31.8,\N,\N
9232,1075,852,213,22,20,\N,\N,\N
9233,1076,844,6,16,1,01:18.9,0.000909792,0.00090125
9234,1076,830,9,1,2,01:18.6,0.00090985,0.00090456
9235,1076,815,9,11,3,01:18.8,0.000906713,0.000905556
9236,1076,846,1,4,4,01:19.3,0.000915116,0.000910914
9237,1076,1,131,44,5,01:19.4,0.000915579,0.000912326
9238,1076,847,131,63,6,01:19.4,0.000915231,0.000913576
9239,1076,817,1,3,7,01:19.7,0.000915856,0.000914722
9240,1076,839,214,31,8,01:19.6,0.000915926,0.000915058
9241,1076,832,6,55,9,01:19.0,0.000908206,0.000919074
9242,1076,4,214,14,10,01:19.2,0.000912211,\N
9243,1076,842,213,10,11,01:19.6,0.000916968,\N
9244,1076,822,51,77,12,01:19.3,0.000919097,\N
9245,1076,852,213,22,13,01:19.7,0.000919259,\N
9246,1076,855,51,24,14,01:19.9,0.00092772,\N
9247,1076,854,210,47,15,01:20.1,0.000931308,\N
9248,1076,848,3,23,16,01:20.1,\N,\N
9249,1076,825,210,20,17,01:20.3,\N,\N
9250,1076,20,117,5,18,01:21.1,\N,\N
9251,1076,849,3,6,19,01:21.4,\N,\N
9252,1076,840,117,18,20,\N,\N,\N
9253,1077,830,9,1,1,01:19.3,0.000911956,0.001018507
9254,1077,844,6,16,2,01:18.8,0.000921111,0.001027523
9255,1077,846,1,4,3,01:20.2,0.000917755,0.001031609
9256,1077,825,210,20,4,01:20.1,0.000924792,0.001031991
9257,1077,4,214,14,5,01:20.2,0.000921238,0.001032431
9258,1077,817,1,3,6,01:20.0,0.000926285,0.001038681
9259,1077,815,9,11,7,01:19.8,0.000917778,0.001039444
9260,1077,822,51,77,8,0.000930775,0.000928148,0.001046748
9261,1077,20,117,5,9,0.000930139,0.000925428,0.001053958
9262,1077,832,6,55,10,0.000917882,0.000914236,\N
9263,1077,847,131,63,11,01:20.4,0.000934688,\N
9264,1077,854,210,47,12,01:20.4,0.000936528,\N
9265,1077,1,131,44,13,01:20.5,0.000939097,\N
9266,1077,855,51,24,14,01:19.7,0.000942523,\N
9267,1077,840,117,18,15,01:20.3,0.001019896,\N
9268,1077,852,213,22,16,01:20.5,\N,\N
9269,1077,842,213,10,17,01:20.7,\N,\N
9270,1077,849,3,6,18,01:22.0,\N,\N
9271,1077,839,214,31,19,01:22.3,\N,\N
9272,1077,848,3,23,20,\N,\N,\N
9273,1078,844,6,16,1,01:29.5,0.001031597,0.001027731
9274,1078,832,6,55,2,01:30.1,0.00103853,0.001029931
9275,1078,830,9,1,3,01:29.8,0.001032431,0.001029988
9276,1078,815,9,11,4,01:30.1,0.001037882,0.001030509
9277,1078,822,51,77,5,01:30.8,0.001038785,0.00103559
9278,1078,1,131,44,6,01:30.4,0.001039317,0.001037326
9279,1078,842,213,10,7,01:30.8,0.001043148,0.001038079
9280,1078,846,1,4,8,01:30.8,0.001037431,0.001038773
9281,1078,852,213,22,9,0.00104728,0.001042025,0.00104088
9282,1078,840,117,18,10,0.001046771,0.00104162,0.001049491
9283,1078,4,214,14,11,01:30.4,0.001043519,\N
9284,1078,847,131,63,12,01:30.5,0.001043669,\N
9285,1078,20,117,5,13,01:30.7,0.001044144,\N
9286,1078,817,1,3,14,01:30.6,0.001045255,\N
9287,1078,854,210,47,15,01:30.6,0.001046563,\N
9288,1078,825,210,20,16,01:31.0,\N,\N
9289,1078,855,51,24,17,01:31.0,\N,\N
9290,1078,848,3,23,18,01:31.3,\N,\N
9291,1078,849,3,6,19,01:31.3,\N,\N
9292,1078,839,214,31,20,\N,\N,\N
9293,1079,844,6,16,1,01:19.9,0.000925567,0.000911458
9294,1079,830,9,1,2,01:20.1,0.000916887,0.000915197
9295,1079,832,6,55,3,01:19.9,0.000919595,0.000916273
9296,1079,847,131,63,4,01:20.2,0.000919792,0.0009189
9297,1079,815,9,11,5,01:20.4,0.000923958,0.000919213
9298,1079,1,131,44,6,01:20.3,0.000923542,0.000920278
9299,1079,822,51,77,7,01:20.4,0.000926539,0.000921389
9300,1079,825,210,20,8,01:20.2,0.000923727,0.000922245
9301,1079,817,1,3,9,01:20.5,0.000929248,0.000929363
9302,1079,854,210,47,10,0.000933831,0.000930972,0.000930185
9303,1079,846,1,4,11,01:20.8,0.000931377,\N
9304,1079,839,214,31,12,01:20.9,0.00093331,\N
9305,1079,852,213,22,13,01:20.7,0.000933322,\N
9306,1079,842,213,10,14,01:20.7,0.000935891,\N
9307,1079,855,51,24,15,01:20.5,0.000938588,\N
9308,1079,20,117,5,16,01:21.0,\N,\N
9309,1079,4,214,14,17,01:21.0,\N,\N
9310,1079,840,117,18,18,01:21.4,\N,\N
9311,1079,848,3,23,19,01:21.6,\N,\N
9312,1079,849,3,6,20,01:21.9,\N,\N
9313,1080,844,6,16,1,01:12.6,0.000831759,0.000826111
9314,1080,832,6,55,2,01:12.6,0.00083419,0.000828715
9315,1080,815,9,11,3,01:13.0,0.000832801,0.000829039
9316,1080,830,9,1,4,01:13.0,0.000834688,0.000829468
9317,1080,846,1,4,5,01:12.9,0.000836412,0.000831586
9318,1080,847,131,63,6,01:12.8,0.000840475,0.00083463
9319,1080,4,214,14,7,01:13.4,0.000841296,0.000836192
9320,1080,1,131,44,8,01:13.4,0.00084022,0.000839815
9321,1080,20,117,5,9,01:13.3,0.000840428,0.000841806
9322,1080,839,214,31,10,01:12.8,0.000839444,0.000845451
9323,1080,852,213,22,11,01:13.1,0.000842558,\N
9324,1080,822,51,77,12,01:13.5,0.000843854,\N
9325,1080,825,210,20,13,01:13.1,0.000843993,\N
9326,1080,817,1,3,14,01:13.3,0.000844491,\N
9327,1080,854,210,47,15,01:13.5,0.000845845,\N
9328,1080,848,3,23,16,01:13.6,\N,\N
9329,1080,842,213,10,17,01:13.7,\N,\N
9330,1080,840,117,18,18,01:13.7,\N,\N
9331,1080,849,3,6,19,01:14.4,\N,\N
9332,1080,855,51,24,20,01:15.6,\N,\N
9333,1081,844,6,16,1,01:42.9,0.001181088,0.001173137
9334,1081,815,9,11,2,01:42.7,0.001180035,0.0011764
9335,1081,830,9,1,3,01:42.7,0.001183183,0.001177153
9336,1081,832,6,55,4,01:43.0,0.001181574,0.001178403
9337,1081,847,131,63,5,01:43.8,0.001195382,0.001188796
9338,1081,842,213,10,6,01:43.3,0.001193623,0.001190336
9339,1081,1,131,44,7,01:43.9,0.001194236,0.00119125
9340,1081,852,213,22,8,01:43.6,0.001196481,0.001192778
9341,1081,20,117,5,9,01:43.3,0.001195231,0.001193183
9342,1081,4,214,14,10,0.001204664,0.001196296,0.001194132
9343,1081,846,1,4,11,01:44.2,0.001196736,\N
9344,1081,817,1,3,12,01:44.4,0.001198773,\N
9345,1081,839,214,31,13,01:43.9,0.0011989,\N
9346,1081,855,51,24,14,01:43.8,0.001201273,\N
9347,1081,822,51,77,15,01:44.5,0.001208843,\N
9348,1081,825,210,20,16,01:44.6,\N,\N
9349,1081,848,3,23,17,01:44.7,\N,\N
9350,1081,849,3,6,18,01:45.4,\N,\N
9351,1081,840,117,18,19,01:45.4,\N,\N
9352,1081,854,210,47,20,01:45.8,\N,\N
9353,1082,830,9,1,1,01:32.2,0.000969282,0.000940961
9354,1082,4,214,14,2,01:32.3,0.000982037,0.000948426
9355,1082,832,6,55,3,01:32.8,0.000986076,0.000950185
9356,1082,1,131,44,4,01:33.8,0.000990081,0.000959387
9357,1082,825,210,20,5,01:33.0,0.00099831,0.000960185
9358,1082,854,210,47,6,01:33.7,0.000991713,0.000964769
9359,1082,839,214,31,7,01:33.0,0.000996933,0.000966771
9360,1082,847,131,63,8,01:33.2,0.000983218,0.000967095
9361,1082,817,1,3,9,01:33.6,0.000999711,0.000969317
9362,1082,855,51,24,10,01:33.7,0.000996713,0.000972569
9363,1082,822,51,77,11,01:33.7,0.001004491,\N
9364,1082,848,3,23,12,01:34.0,0.001005301,\N
9365,1082,815,9,11,13,01:33.9,0.001077859,\N
9366,1082,846,1,4,14,01:34.1,\N,\N
9367,1082,844,6,16,15,01:33.0,\N,\N
9368,1082,842,213,10,16,01:34.5,\N,\N
9369,1082,20,117,5,17,01:34.5,\N,\N
9370,1082,840,117,18,18,01:35.5,\N,\N
9371,1082,849,3,6,19,01:35.7,\N,\N
9372,1082,852,213,22,20,01:36.6,\N,\N
9373,1083,832,6,55,1,01:40.2,0.001175949,0.001168785
9374,1083,830,9,1,2,01:39.1,0.001164988,0.001169618
9375,1083,844,6,16,3,01:39.8,0.00117184,0.001172431
9376,1083,815,9,11,4,01:40.5,0.001186493,0.001176111
9377,1083,1,131,44,5,01:40.4,0.001169699,0.001180498
9378,1083,846,1,4,6,01:41.5,0.001178484,0.001181528
9379,1083,4,214,14,7,01:41.6,0.001182975,0.001181898
9380,1083,847,131,63,8,01:40.0,0.001177373,0.001182419
9381,1083,855,51,24,9,01:40.8,0.001187963,0.001188877
9382,1083,849,3,6,10,0.001180532,0.001195289,0.001424711
9383,1083,842,213,10,11,01:41.7,0.001200255,\N
9384,1083,822,51,77,12,01:41.4,0.001206389,\N
9385,1083,852,213,22,13,01:41.9,0.001207303,\N
9386,1083,817,1,3,14,01:41.9,0.001207813,\N
9387,1083,839,214,31,15,01:41.7,0.001217477,\N
9388,1083,848,3,23,16,01:42.1,\N,\N
9389,1083,825,210,20,17,01:42.2,\N,\N
9390,1083,20,117,5,18,01:42.7,\N,\N
9391,1083,854,210,47,19,01:42.7,\N,\N
9392,1083,840,117,18,20,01:43.4,\N,\N
9393,1084,830,9,1,1,01:05.9,0.000756644,0.00075213
9394,1084,844,6,16,2,01:05.4,0.000755637,0.000752465
9395,1084,832,6,55,3,01:05.7,0.000758981,0.000753079
9396,1084,847,131,63,4,01:06.2,0.000760382,0.000757303
9397,1084,839,214,31,5,01:06.5,0.000763808,0.000760718
9398,1084,825,210,20,6,01:06.4,0.000762662,0.000762488
9399,1084,854,210,47,7,01:06.4,0.000765637,0.000764016
9400,1084,4,214,14,8,01:06.0,0.000764838,0.000765081
9401,1084,1,131,44,9,01:06.1,0.000757813,0.000846655
9402,1084,842,213,10,10,01:06.6,0.000765741,\N
9403,1084,848,3,23,11,01:06.5,0.000766551,\N
9404,1084,822,51,77,12,01:06.4,0.000767581,\N
9405,1084,815,9,11,13,01:06.1,0.00076919,\N
9406,1084,852,213,22,14,01:06.5,0.000773738,\N
9407,1084,846,1,4,15,01:06.3,0.0009936,\N
9408,1084,817,1,3,16,01:06.6,\N,\N
9409,1084,840,117,18,17,01:06.8,\N,\N
9410,1084,855,51,24,18,01:06.9,\N,\N
9411,1084,849,3,6,19,01:07.0,\N,\N
9412,1084,20,117,5,20,01:07.1,\N,\N
9413,1085,844,6,16,1,01:31.7,0.001055741,0.001051759
9414,1085,830,9,1,2,01:31.9,0.001064699,0.001055278
9415,1085,815,9,11,3,01:32.4,0.001066204,0.001057118
9416,1085,1,131,44,4,01:33.0,0.001067986,0.001062095
9417,1085,846,1,4,5,01:32.7,0.001073808,0.001065185
9418,1085,847,131,63,6,01:33.1,0.001072141,0.001066331
9419,1085,4,214,14,7,01:32.8,0.001072118,0.001071204
9420,1085,852,213,22,8,01:33.4,0.001074491,0.001073843
9421,1085,832,6,55,9,0.001068252,0.001054178,\N
9422,1085,825,210,20,10,0.001073565,0.001072326,\N
9423,1085,817,1,3,11,01:33.4,0.001075486,\N
9424,1085,839,214,31,12,01:33.3,0.001076944,\N
9425,1085,822,51,77,13,01:33.0,0.001076991,\N
9426,1085,20,117,5,14,01:33.3,0.001079583,\N
9427,1085,848,3,23,15,01:33.4,0.001079942,\N
9428,1085,842,213,10,16,01:33.4,\N,\N
9429,1085,840,117,18,17,01:33.4,\N,\N
9430,1085,855,51,24,18,01:33.7,\N,\N
9431,1085,854,210,47,19,01:33.7,\N,\N
9432,1085,849,3,6,20,01:33.8,\N,\N
9433,1086,847,131,63,1,01:18.4,0.00090456,0.000895567
9434,1086,832,6,55,2,01:18.4,0.000902153,0.000896076
9435,1086,844,6,16,3,01:18.8,0.000900093,0.000897766
9436,1086,846,1,4,4,01:18.7,0.000904178,0.000900104
9437,1086,839,214,31,5,01:18.9,0.000905278,0.000902986
9438,1086,4,214,14,6,01:18.7,0.000901667,0.000903681
9439,1086,1,131,44,7,01:18.4,0.000903183,0.000904421
9440,1086,822,51,77,8,01:18.9,0.000907928,0.000904595
9441,1086,817,1,3,9,0.000911748,0.000905069,0.000907164
9442,1086,830,9,1,10,0.000908669,0.00089934,0.000912303
9443,1086,815,9,11,11,01:19.1,0.00090875,\N
9444,1086,855,51,24,12,01:19.0,0.00090941,\N
9445,1086,825,210,20,13,01:19.0,0.000912326,\N
9446,1086,840,117,18,14,01:19.2,0.000915938,\N
9447,1086,854,210,47,15,01:19.2,0.00091669,\N
9448,1086,852,213,22,16,01:19.2,\N,\N
9449,1086,848,3,23,17,01:19.3,\N,\N
9450,1086,20,117,5,18,01:19.3,\N,\N
9451,1086,842,213,10,19,01:19.5,\N,\N
9452,1086,849,3,6,20,01:19.6,\N,\N
9453,1087,830,9,1,1,01:44.6,0.001212072,0.001199826
9454,1087,832,6,55,2,01:45.1,0.001220116,0.001207141
9455,1087,815,9,11,3,01:45.4,0.001212894,0.001209051
9456,1087,844,6,16,4,01:45.6,0.001210081,0.001210104
9457,1087,839,214,31,5,01:46.0,0.001220775,0.001217361
9458,1087,4,214,14,6,01:46.1,0.001221667,0.001219537
9459,1087,1,131,44,7,01:45.7,0.001220139,0.0012211
9460,1087,847,131,63,8,01:45.7,0.001220613,0.001224259
9461,1087,848,3,23,9,01:45.7,0.00122309,0.001224965
9462,1087,846,1,4,10,0.0012239,0.001222257,0.001228912
9463,1087,817,1,3,11,01:46.2,01:45.8,\N
9464,1087,842,213,10,12,01:46.2,01:45.8,\N
9465,1087,855,51,24,13,01:46.2,01:46.1,\N
9466,1087,840,117,18,14,01:46.3,01:46.6,\N
9467,1087,854,210,47,15,01:46.3,01:47.7,\N
9468,1087,20,117,5,16,01:46.3,\N,\N
9469,1087,849,3,6,17,01:46.4,\N,\N
9470,1087,825,210,20,18,01:46.6,\N,\N
9471,1087,852,213,22,19,01:46.7,\N,\N
9472,1087,822,51,77,20,01:47.9,\N,\N
9473,1088,830,9,1,1,01:11.3,01:10.9,0.000814144
9474,1088,844,6,16,2,01:11.4,01:11.0,0.000814387
9475,1088,832,6,55,3,01:11.8,01:10.8,0.000815208
9476,1088,1,131,44,4,01:11.3,01:11.1,0.000817685
9477,1088,815,9,11,5,01:11.6,01:11.3,0.00082265
9478,1088,847,131,63,6,01:11.6,01:10.8,0.000823461
9479,1088,846,1,4,7,01:11.6,0.000823102,0.000823773
9480,1088,854,210,47,8,01:11.7,0.00082662,0.000826875
9481,1088,852,213,22,9,0.000826701,0.000826713,0.000839769
9482,1088,840,117,18,10,0.000828333,0.000826574,\N
9483,1088,842,213,10,11,01:11.7,01:11.5,\N
9484,1088,839,214,31,12,01:11.7,01:11.6,\N
9485,1088,4,214,14,13,01:11.7,01:11.6,\N
9486,1088,855,51,24,14,01:11.8,01:11.7,\N
9487,1088,848,3,23,15,01:11.7,01:11.8,\N
9488,1088,822,51,77,16,01:12.0,\N,\N
9489,1088,817,1,3,17,01:12.1,\N,\N
9490,1088,825,210,20,18,01:12.3,\N,\N
9491,1088,20,117,5,19,01:12.4,\N,\N
9492,1088,849,3,6,20,01:13.4,\N,\N
9493,1089,844,6,16,1,01:21.3,01:21.2,0.000927789
9494,1089,830,9,1,2,01:20.9,01:21.3,0.000929468
9495,1089,832,6,55,3,01:21.3,01:20.9,0.000930891
9496,1089,815,9,11,4,01:21.5,01:21.4,0.000939884
9497,1089,1,131,44,5,01:22.0,01:21.7,0.000943565
9498,1089,847,131,63,6,01:21.8,01:21.7,0.000943773
